date,open,high,low,close,volume
2018-01-02,46.8503,48.1244,46.5150,47.9220,22250616
2018-01-03,47.8970,48.3772,47.5246,48.0904,21032266
2018-01-04,48.2159,48.8115,47.7515,48.4094,40176041
2018-01-05,48.3724,48.7820,47.8994,48.5132,44017611
2018-01-08,48.4962,49.2361,48.2167,48.8226,27677515
2018-01-09,48.8683,49.2527,48.2861,48.5345,38812657
2018-01-10,48.4553,49.1790,47.9715,48.9646,46420284
2018-01-11,48.9260,49.7247,48.6753,49.4899,37176296
2018-01-12,49.5132,50.3297,49.0254,49.9020,17726017
2018-01-15,49.9808,51.2834,49.5288,50.8203,38604063
2018-01-16,50.8382,51.0873,49.0216,49.3695,19917490
2018-01-17,49.3461,49.6210,48.7993,49.0923,18650813
2018-01-18,49.0435,49.4909,48.0749,48.5030,19282939
2018-01-19,48.4375,48.7072,47.9593,48.3714,46806849
2018-01-22,48.5035,48.8274,48.2357,48.5786,35659679
2018-01-23,48.6009,49.3053,48.3677,48.9350,45593199
2018-01-24,48.9412,49.8868,48.7001,49.5791,16062810
2018-01-25,49.5842,49.9243,49.1150,49.5350,21466313
2018-01-26,49.5909,50.3964,49.3885,49.9480,40731057
2018-01-29,50.0219,50.3971,49.0848,49.5221,41038213
2018-01-30,49.5463,50.1508,49.1346,49.8157,13077645
2018-01-31,49.7297,50.2023,49.4175,49.7617,11625467
2018-02-01,49.8840,50.6481,49.4426,50.3871,12236486
2018-02-02,50.3878,50.8101,49.7068,50.0483,31719313
2018-02-05,50.0749,50.3573,49.5076,49.7483,23479925
2018-02-06,49.7015,50.9246,49.3825,50.5543,20245953
2018-02-07,50.6115,50.9378,50.1440,50.4173,20089955
2018-02-08,50.4514,50.8654,49.8691,50.2635,33964851
2018-02-09,50.2488,51.0945,49.8477,50.8901,13501756
2018-02-12,50.9299,51.4973,50.5273,51.0572,12009011
2018-02-13,51.0458,52.7524,50.7727,52.2574,20157518
2018-02-14,52.3203,52.8204,50.8350,51.2540,22923204
2018-02-15,51.1146,51.4136,50.7306,51.0961,44222111
2018-02-16,50.9466,51.2362,49.7448,50.1325,33321875
2018-02-19,50.1749,50.3802,49.8758,50.0862,12071561
2018-02-20,50.0075,51.3406,49.6570,51.1225,43942633
2018-02-21,51.1233,51.3816,50.2450,50.6983,39134332
2018-02-22,50.7940,51.0767,50.4797,50.7044,35521604
2018-02-23,50.7148,51.8676,50.4903,51.6135,41686435
2018-02-26,51.6358,52.4971,51.2547,52.1786,24531676
2018-02-27,52.1512,52.5831,51.8222,52.0797,30016407
2018-02-28,52.0643,52.5268,51.7687,52.2834,30030984
2018-03-01,52.3555,52.8187,49.9712,50.4007,46475868
2018-03-02,50.4400,50.8739,48.7010,49.1682,23489924
2018-03-05,49.0336,50.0070,48.6492,49.6144,45495199
2018-03-06,49.6759,50.8093,49.3535,50.5788,20167274
2018-03-07,50.6398,51.5195,50.1698,51.1942,11770712
2018-03-08,51.1591,51.5088,50.5314,50.9493,27485811
2018-03-09,50.9479,51.3067,50.5175,50.7339,27626655
2018-03-12,50.7123,51.2220,50.2468,50.9991,41251717
2018-03-13,50.9046,51.1686,49.9668,50.3258,16355813
2018-03-14,50.2818,51.1178,49.8068,50.6394,15276016
2018-03-15,50.5915,51.0237,50.3374,50.5707,15627639
2018-03-16,50.5444,50.8260,49.7570,50.1219,41684795
2018-03-19,50.0461,51.1375,49.8275,50.6355,34327614
